Year,Month,Carrier_ID,Carrier_Name,Airport (3 letter Code),Airport Name,Latitude,Longitude,Total Flights Arrival,Total Arrivals  >15 Delay (Minutes),Total Delays Due to Carrier Reasons,Total Delays Due to Weather,Total Delays Due to National Aviation Systems,Total Delays Due to security Breach,Total Delays Due to Late Aircraft,Total Cancelled Flights,Total Diverted Flights,Delay Due to Late Arrival (Minutes),Delays Due to Carriers Resons (Minutes),Delays Due to Weather (Minutes),Dealys Due to National Aviation Systems (Minutes),Dealys Due to Security Breach (Minutes),Delays Due to Late Aircraft (Minutes)
2024,1,9E,Endeavor Air Inc.,ABE,Lehigh Valley International Airport,40.651773,-75.442797,44,3,2,0,0,0,1,0,1,89,56,0,3,0,30
2024,3,9E,Endeavor Air Inc.,ABY,Aboyi Airstrip,-4.288741,140.640664,90,1,1,0,0,0,0,0,0,23,22,0,1,0,0
2024,1,9E,Endeavor Air Inc.,AEX,Alexandria International Airport,31.3274,-92.549797,88,8,6,0,2,0,1,0,1,338,265,0,45,0,28
2024,2,9E,Endeavor Air Inc.,AGS,Augusta Regional At Bush Field,33.3699,-81.9645,184,9,4,0,2,0,3,0,0,508,192,0,92,0,224
2024,6,9E,Endeavor Air Inc.,ALB,Albany International Airport,42.74829865,-73.80169678,76,11,5,0,5,0,1,1,0,692,398,0,178,0,116
2024,9,9E,Endeavor Air Inc.,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,5985,445,143,12,161,1,128,5,0,30756,16390,1509,5060,16,7781
2024,11,9E,Endeavor Air Inc.,ATW,Appleton International Airport,44.258099,-88.519096,142,14,5,0,8,0,1,1,0,436,162,0,182,0,92
2024,5,9E,Endeavor Air Inc.,AVL,Presidente Avellaneda Airport,-29.1061,-59.6569,147,10,6,1,1,0,2,0,1,1070,838,141,24,0,67
2024,1,9E,Endeavor Air Inc.,AZO,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,84,14,6,1,7,0,0,1,1,2006,1164,619,223,0,0
2024,1,9E,Endeavor Air Inc.,BDL,Bradley International Airport,41.93851,-72.688066,150,19,6,0,12,0,1,3,0,846,423,0,389,0,34
2024,12,9E,Endeavor Air Inc.,BHM,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,123,9,7,0,1,0,1,0,0,572,527,0,26,0,19
2024,4,9E,Endeavor Air Inc.,BIS,Bismarck Municipal Airport,46.77270126,-100.7460022,25,7,0,0,4,0,3,2,0,278,13,0,93,0,172
2024,2,9E,Endeavor Air Inc.,BMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,59,5,3,0,1,0,0,0,0,218,155,0,47,0,16
2024,4,9E,Endeavor Air Inc.,BNA,Nashville International Airport,36.131687,-86.668823,2,1,0,0,1,0,0,0,0,20,0,0,20,0,0
2024,5,9E,Endeavor Air Inc.,BOS,Lobos Airport,-35.210784,-59.137149,21,3,1,1,1,0,0,0,0,158,17,81,60,0,0
2024,8,9E,Endeavor Air Inc.,BQK,Brunswick Golden Isles Airport,31.258801,-81.466499,90,6,4,0,2,0,1,0,0,374,249,0,88,0,37
2024,10,9E,Endeavor Air Inc.,BTR,Batri Airstrip,-6.5522,143.9441,115,5,5,0,0,0,0,0,1,244,236,0,8,0,0
2024,12,9E,Endeavor Air Inc.,BTV,Burlington International Airport,44.471901,-73.153297,90,10,3,1,5,0,1,0,0,759,220,258,211,0,70
2024,6,9E,Endeavor Air Inc.,BUF,Buffalo Niagara International Airport,42.940498,-78.732201,14,1,1,0,0,0,0,1,0,18,18,0,0,0,0
2024,1,9E,Endeavor Air Inc.,BWI,Banyuwangi International Airport,-8.31015,114.3401,96,17,9,0,5,0,3,1,0,1064,558,0,200,0,306
2024,11,9E,Endeavor Air Inc.,CAE,Columbia Metropolitan Airport,33.938801,-81.119499,106,5,4,0,1,0,0,0,0,230,205,0,25,0,0
2024,10,9E,Endeavor Air Inc.,CHA,Charata Airport,-27.2164,-61.2103,213,12,6,3,1,0,2,0,0,542,279,202,25,0,36
2024,9,9E,Endeavor Air Inc.,CHO,Cholila Airport,-42.484722,-71.460556,86,1,1,0,0,0,0,1,1,17,10,0,0,0,7
2024,3,9E,Endeavor Air Inc.,CHS,Charleston International Airport,32.898602,-80.040497,61,6,3,0,3,0,0,1,0,209,121,0,67,0,21
2024,11,9E,Endeavor Air Inc.,CID,The Eastern Iowa Airport,41.884701,-91.7108,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,9E,Endeavor Air Inc.,CLE,Lomas del Espinillo Airport,-32.08806,-64.16972,74,12,3,1,7,0,1,0,0,677,118,121,398,0,40
2024,3,9E,Endeavor Air Inc.,CLT,Charlotte Douglas International Airport,35.2140007,-80.94309998,42,1,1,0,0,0,0,0,0,64,64,0,0,0,0
2024,8,9E,Endeavor Air Inc.,CMH,John Glenn Columbus International Airport,39.998001,-82.891899,84,8,2,0,4,0,1,2,0,446,127,0,190,0,129
2024,6,9E,Endeavor Air Inc.,CRW,Yeager Airport,38.3731,-81.593201,113,8,6,1,0,0,1,0,0,376,305,22,8,0,41
2024,3,9E,Endeavor Air Inc.,CSG,Columbus Metropolitan Airport,32.5163002,-84.93890381,99,6,2,1,3,0,0,0,0,162,74,33,55,0,0
2024,10,9E,Endeavor Air Inc.,CVG,Cape Vogel Airport,-9.67,150.0197222,381,43,6,1,24,0,12,4,0,1689,216,100,685,0,688
2024,5,9E,Endeavor Air Inc.,CWA,Central Wisconsin Airport,44.777448,-89.670238,88,14,6,0,6,0,2,2,0,765,291,0,245,0,229
2024,11,9E,Endeavor Air Inc.,DAL,Dallas Love Field,32.847099,-96.851799,39,6,0,0,4,0,2,0,0,420,5,0,296,0,119
2024,1,9E,Endeavor Air Inc.,DAY,James M Cox Dayton International Airport,39.902401,-84.219398,176,17,5,0,8,0,5,0,0,850,257,0,232,0,361
2024,11,9E,Endeavor Air Inc.,DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,37,1,0,0,0,0,1,1,0,15,0,0,2,0,13
2024,11,9E,Endeavor Air Inc.,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,83,8,2,0,5,0,1,0,0,454,134,0,260,0,60
2024,7,9E,Endeavor Air Inc.,DHN,Dothan Regional Airport,31.32130051,-85.44960022,101,10,5,0,1,0,5,0,0,464,244,0,17,0,203
2024,10,9E,Endeavor Air Inc.,DLH,Duluth International Airport,46.842098,-92.193604,122,11,6,0,4,0,1,3,0,670,398,0,208,0,64
2024,4,9E,Endeavor Air Inc.,DSM,Des Moines International Airport,41.534,-93.663101,232,28,8,4,11,0,6,7,0,3960,565,2631,408,0,356
2024,6,9E,Endeavor Air Inc.,DTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,2312,197,54,2,61,0,81,13,4,16873,8216,196,1879,0,6582
2024,6,9E,Endeavor Air Inc.,ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,39,5,2,0,2,0,2,0,0,175,82,0,28,0,65
2024,11,9E,Endeavor Air Inc.,ELM,Eleme Airstrip,-4.8141,143.9103,52,5,3,0,2,0,0,1,0,160,62,0,98,0,0
2024,4,9E,Endeavor Air Inc.,EVV,Evansville Regional Airport,38.03699875,-87.53240204,143,6,3,0,3,0,0,0,0,218,137,0,62,0,19
2024,7,9E,Endeavor Air Inc.,EWR,Newark Liberty International Airport,40.692501,-74.168701,175,23,13,2,8,0,0,5,0,1684,1216,131,313,0,24
2024,6,9E,Endeavor Air Inc.,FAR,Hector International Airport,46.92070007,-96.81580353,91,8,4,0,4,0,0,3,1,266,137,0,129,0,0
2024,3,9E,Endeavor Air Inc.,FAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,112,5,3,0,0,1,1,0,0,151,88,0,0,22,41
2024,3,9E,Endeavor Air Inc.,FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,53,5,2,0,3,0,0,0,0,641,417,0,211,0,13
2024,7,9E,Endeavor Air Inc.,FSD,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,123,15,4,0,8,0,4,3,0,454,89,0,208,0,157
2024,10,9E,Endeavor Air Inc.,FWA,Fort Wayne International Airport,40.9785,-85.195099,83,7,4,0,1,0,2,0,0,227,151,0,40,0,36
2024,1,9E,Endeavor Air Inc.,GFK,Grand Forks International Airport,47.949299,-97.176102,14,3,2,0,0,0,1,1,0,308,174,0,0,0,134
2024,9,9E,Endeavor Air Inc.,GNV,Los Toldos Airport,-34.97726,-61.020942,115,8,4,0,2,0,2,0,0,401,255,0,42,0,104
2024,2,9E,Endeavor Air Inc.,GPT,Gulfport Biloxi International Airport,30.407301,-89.070099,142,8,4,0,2,0,2,0,1,321,152,0,33,8,128
2024,2,9E,Endeavor Air Inc.,GRB,Austin Straubel International Airport,44.483459,-88.130805,218,20,10,0,7,0,4,2,0,1066,557,0,234,0,275
2024,12,9E,Endeavor Air Inc.,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,203,23,7,1,12,0,3,1,0,934,358,29,410,0,137
2024,2,9E,Endeavor Air Inc.,GSO,Piedmont Triad International Airport,36.097801,-79.937302,184,8,4,0,1,0,2,0,0,250,133,0,34,0,83
2024,8,9E,Endeavor Air Inc.,GSP,Gusap Airport,-6.053196,145.959047,54,10,8,0,1,0,1,0,0,1079,985,0,61,0,33
2024,5,9E,Endeavor Air Inc.,GTR,Golden Triangle Regional Airport,33.450298,-88.5914,86,7,7,0,0,0,0,0,0,368,367,0,1,0,0
2024,5,9E,Endeavor Air Inc.,HOU,William P Hobby Airport,29.645399,-95.2789,148,21,6,0,14,0,1,0,0,617,210,0,394,0,13
2024,12,9E,Endeavor Air Inc.,HSV,Huntsville International Carl T Jones Field,34.637199,-86.775101,174,4,3,0,0,0,1,0,0,94,70,4,3,0,17
2024,3,9E,Endeavor Air Inc.,IAD,Washington Dulles International Airport,38.9445,-77.455803,12,1,1,0,0,0,0,0,0,44,44,0,0,0,0
2024,7,9E,Endeavor Air Inc.,ICT,Wichita Eisenhower National Airport,37.649899,-97.433098,120,9,3,0,5,0,1,1,0,290,87,0,143,0,60
2024,3,9E,Endeavor Air Inc.,ILM,Wilmington International Airport,34.27059937,-77.90260315,116,4,2,0,1,0,1,0,0,89,55,0,13,0,21
2024,11,9E,Endeavor Air Inc.,IND,Indianapolis International Airport,39.7173,-86.294403,110,6,0,0,5,0,1,3,0,182,6,0,115,0,61
2024,3,9E,Endeavor Air Inc.,JAN,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,144,5,5,0,0,0,0,0,0,222,192,0,0,0,30
2024,4,9E,Endeavor Air Inc.,JAX,Jacksonville International Airport,30.492469,-81.687813,29,3,2,0,1,0,0,1,0,301,250,0,33,0,18
2024,3,9E,Endeavor Air Inc.,JFK,John F Kennedy International Airport,40.639447,-73.779317,269,31,10,1,13,0,7,10,0,1759,715,64,439,0,541
2024,4,9E,Endeavor Air Inc.,LAN,Lanteri Airpiort,-28.86085,-59.673331,51,9,2,0,6,0,1,0,0,353,94,0,184,0,75
2024,3,9E,Endeavor Air Inc.,LEX,Blue Grass Airport,38.036499,-84.605904,179,14,6,0,4,0,3,0,0,831,417,0,154,0,260
2024,12,9E,Endeavor Air Inc.,LFT,Lafayette Regional Airport,30.205299,-91.987602,130,3,2,0,1,0,0,0,2,75,45,0,23,0,7
2024,10,9E,Endeavor Air Inc.,LGA,LaGuardia Airport,40.777199,-73.872597,55,5,1,1,3,0,0,1,0,314,32,61,185,0,36
2024,9,9E,Endeavor Air Inc.,LIT,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,114,10,8,0,1,0,1,0,0,335,269,23,27,0,16
2024,11,9E,Endeavor Air Inc.,MBS,MBS International Airport,43.532902,-84.079597,90,15,5,0,9,0,1,0,0,1281,841,0,305,0,135
2024,3,9E,Endeavor Air Inc.,MCI,Kansas City International Airport,39.2976,-94.713898,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,9E,Endeavor Air Inc.,MCO,Los Menucos Airport,-40.817699,-68.074699,62,7,5,0,1,0,1,0,0,757,588,0,40,0,129
2024,2,9E,Endeavor Air Inc.,MDT,Harrisburg International Airport,40.193501,-76.763397,149,10,1,0,5,0,4,2,0,496,34,0,143,0,319
2024,4,9E,Endeavor Air Inc.,MEM,Memphis International Airport,35.0424,-89.9767,118,17,10,0,7,0,0,1,0,786,554,0,224,0,8
2024,9,9E,Endeavor Air Inc.,MGM,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,122,14,11,0,2,1,0,0,1,2066,1962,0,52,52,0
2024,8,9E,Endeavor Air Inc.,MIA,Miami International Airport,25.79319954,-80.29060364,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,9E,Endeavor Air Inc.,MKE,General Mitchell International Airport,42.947201,-87.896599,16,3,1,0,2,0,0,0,0,78,16,0,62,0,0
2024,8,9E,Endeavor Air Inc.,MLI,Quad City International Airport,41.448502,-90.5075,60,4,1,0,2,0,1,0,1,234,104,0,35,0,95
2024,2,9E,Endeavor Air Inc.,MLU,Monroe Regional Airport,32.510899,-92.037697,87,6,6,0,0,0,0,0,0,276,244,0,29,0,3
2024,6,9E,Endeavor Air Inc.,MOB,Mobile Regional Airport,30.6912,-88.242798,119,8,7,0,0,0,1,0,1,281,234,0,11,0,36
2024,7,9E,Endeavor Air Inc.,MOT,Minot International Airport,48.25939941,-101.2799988,145,23,9,0,10,0,3,3,0,1287,736,0,362,0,189
2024,1,9E,Endeavor Air Inc.,MSN,Dane County Regional Truax Field,43.1399,-89.337502,180,13,3,0,5,0,5,1,1,563,180,0,148,0,235
2024,8,9E,Endeavor Air Inc.,MSP,Marcos Paz Airfield,-34.7975,-58.8969,2244,217,52,14,78,0,73,59,1,19895,8074,2922,4085,0,4814
2024,1,9E,Endeavor Air Inc.,MSY,Mirsey Airstrip,-4.0621,142.6609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,9E,Endeavor Air Inc.,MYR,Myrtle Beach International Airport,33.679699,-78.928299,119,6,3,0,3,0,0,0,0,412,335,0,77,0,0
2024,9,9E,Endeavor Air Inc.,OAJ,Albert J Ellis Airport,34.829201,-77.612099,113,5,2,1,0,0,2,0,1,692,52,562,8,0,70
2024,9,9E,Endeavor Air Inc.,OKC,Will Rogers World Airport,35.393388,-97.598248,99,10,6,0,3,0,1,0,0,575,403,0,135,0,37
2024,8,9E,Endeavor Air Inc.,OMA,Eppley Airfield,41.3032,-95.894096,135,18,5,0,10,0,3,0,1,664,327,0,226,0,111
2024,10,9E,Endeavor Air Inc.,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,72,4,0,0,4,0,0,1,0,98,0,0,98,0,0
2024,3,9E,Endeavor Air Inc.,ORF,Norfolk International Airport,36.895341,-76.201,90,13,5,0,7,0,1,0,0,677,310,0,228,0,139
2024,9,9E,Endeavor Air Inc.,PHL,Philadelphia International Airport,39.871899,-75.241096,158,19,5,0,10,0,4,2,1,1274,405,1,483,0,385
2024,4,9E,Endeavor Air Inc.,PIT,Pittsburgh International Airport,40.491501,-80.232903,11,3,1,0,0,0,2,0,0,364,46,0,5,0,313
2024,2,9E,Endeavor Air Inc.,RAP,Rapid City Regional Airport,44.04529953,-103.0569992,12,2,0,0,1,0,1,1,0,31,0,0,23,0,8
2024,4,9E,Endeavor Air Inc.,RDU,Raleigh Durham International Airport,35.877602,-78.787498,315,42,16,0,16,0,11,5,0,3182,1359,0,503,0,1320
2024,10,9E,Endeavor Air Inc.,RIC,Richmond International Airport,37.505199,-77.319702,16,1,1,0,0,0,0,0,0,50,44,0,6,0,0
2024,8,9E,Endeavor Air Inc.,ROA,Roanokeâ€“Blacksburg Regional Airport,37.3255,-79.975403,83,4,3,1,0,0,0,0,0,207,71,136,0,0,0
2024,3,9E,Endeavor Air Inc.,ROC,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,121,18,5,1,10,0,3,1,0,733,193,140,293,0,107
2024,9,9E,Endeavor Air Inc.,RST,Stiefel Airport,-31.99472,-61.60278,118,14,5,0,7,0,2,3,0,1455,895,0,299,0,261
2024,2,9E,Endeavor Air Inc.,RSW,Southwest Florida International Airport,26.53619957,-81.75520325,3,3,0,1,1,0,1,0,0,203,0,62,111,0,30
2024,11,9E,Endeavor Air Inc.,SAV,Savissivik Heliport,76.018613,-65.117683,89,11,3,0,5,0,3,0,0,372,115,22,137,0,98
2024,5,9E,Endeavor Air Inc.,SBN,South Bend Regional Airport,41.708698,-86.317299,84,3,2,0,1,0,0,0,0,101,63,0,23,0,15
2024,2,9E,Endeavor Air Inc.,SDF,Louisville Muhammad Ali International Airport,38.1744,-85.736,31,3,1,0,2,0,0,1,0,149,60,0,89,0,0
2024,7,9E,Endeavor Air Inc.,SGF,Springfield Branson National Airport,37.245701,-93.388603,91,3,0,0,2,0,1,0,0,59,0,0,44,0,15
2024,5,9E,Endeavor Air Inc.,SHV,Shreveport Regional Airport,32.446602,-93.8256,114,7,3,0,2,0,2,0,1,158,64,0,43,0,51
2024,10,9E,Endeavor Air Inc.,SRQ,Sarasota Bradenton International Airport,27.394631,-82.554359,14,2,0,0,2,0,0,0,0,89,0,0,89,0,0
2024,12,9E,Endeavor Air Inc.,STL,St. Louis Lambert International Airport,38.748697,-90.370003,124,18,2,0,14,0,3,2,0,541,85,0,305,0,151
2024,8,9E,Endeavor Air Inc.,SYR,Syracuse Hancock International Airport,43.11119843,-76.10630035,114,12,4,0,7,0,1,2,0,619,334,5,243,0,37
2024,12,9E,Endeavor Air Inc.,TLH,Tallahassee Regional Airport,30.3965,-84.350304,61,1,1,0,0,0,0,0,0,23,18,0,5,0,0
2024,9,9E,Endeavor Air Inc.,TPA,Tampa International Airport,27.9755,-82.533203,28,4,2,0,2,0,1,0,0,304,75,0,78,0,151
2024,12,9E,Endeavor Air Inc.,TRI,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,123,9,5,1,0,0,3,0,2,483,299,51,21,0,112
2024,11,9E,Endeavor Air Inc.,TUL,Tulsa International Airport,36.19839859,-95.88809967,87,5,2,0,2,0,1,0,0,218,86,0,96,0,36
2024,7,9E,Endeavor Air Inc.,TYS,McGhee Tyson Airport,35.811001,-83.994003,265,21,12,1,5,0,3,0,1,856,474,88,150,0,144
2024,6,9E,Endeavor Air Inc.,VLD,Valdosta Regional Airport,30.78249931,-83.27670288,91,6,2,0,3,0,1,0,0,125,33,0,57,0,35
2024,4,9E,Endeavor Air Inc.,VPS,Destin-Fort Walton Beach Airport,30.4832,-86.525398,82,4,3,0,0,0,1,0,0,174,130,0,13,0,31
2024,5,9E,Endeavor Air Inc.,XNA,Northwest Arkansas National Airport,36.2758,-94.3042,111,4,2,1,1,0,0,1,0,154,84,42,17,0,11
2024,11,AA,American Airlines Inc.,ABQ,Albuquerque International Sunport,35.039976,-106.608925,31,6,3,0,1,0,2,0,0,160,88,0,36,0,36
2024,9,AA,American Airlines Inc.,ATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,373,35,21,0,8,1,5,2,0,2168,1404,0,462,51,251
2024,6,AA,American Airlines Inc.,AUS,Austin Bergstrom International Airport,30.197535,-97.662015,380,48,18,0,22,0,8,1,1,1881,675,10,755,0,441
2024,11,AA,American Airlines Inc.,BDL,Bradley International Airport,41.93851,-72.688066,100,10,3,0,5,0,2,3,1,354,106,0,130,0,118
2024,4,AA,American Airlines Inc.,BNA,Nashville International Airport,36.131687,-86.668823,319,31,15,0,13,0,3,3,1,2023,963,13,812,0,231
2024,1,AA,American Airlines Inc.,BOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,50,10,4,0,3,0,3,0,0,693,238,0,121,0,334
2024,4,AA,American Airlines Inc.,BOS,Lobos Airport,-35.210784,-59.137149,711,72,28,9,26,0,9,14,1,7217,1079,3241,2268,0,629
2024,5,AA,American Airlines Inc.,BUF,Buffalo Niagara International Airport,42.940498,-78.732201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10,AA,American Airlines Inc.,BUR,Hollywood Burbank Airport,34.197703,-118.356378,29,6,3,0,1,0,1,0,0,332,87,0,51,0,194
2024,1,AA,American Airlines Inc.,BWI,Banyuwangi International Airport,-8.31015,114.3401,240,28,13,0,10,0,5,1,1,1884,1220,0,339,0,325
2024,4,AA,American Airlines Inc.,BZN,Bozeman Yellowstone International Airport,45.7775,-111.153,51,14,5,0,7,0,2,0,0,506,114,0,173,0,219
2024,3,AA,American Airlines Inc.,CHS,Charleston International Airport,32.898602,-80.040497,73,14,5,0,3,0,5,0,0,923,411,0,144,0,368
2024,12,AA,American Airlines Inc.,CLE,Lomas del Espinillo Airport,-32.08806,-64.16972,130,29,12,0,12,1,4,0,1,1275,578,0,426,72,199
2024,2,AA,American Airlines Inc.,CLT,Charlotte Douglas International Airport,35.2140007,-80.94309998,5008,388,151,10,146,2,79,19,1,30305,13168,3377,4672,42,9046
2024,5,AA,American Airlines Inc.,CMH,John Glenn Columbus International Airport,39.998001,-82.891899,132,21,8,1,7,0,5,1,0,1191,393,16,214,0,568
2024,6,AA,American Airlines Inc.,COS,City of Colorado Springs Municipal Airport,38.805801,-104.700996,85,22,11,0,7,0,5,0,0,1457,1002,0,263,0,192
2024,4,AA,American Airlines Inc.,CVG,Cape Vogel Airport,-9.67,150.0197222,39,3,2,0,0,0,1,0,0,262,195,0,5,0,62
2024,1,AA,American Airlines Inc.,DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,788,54,24,1,17,0,12,4,0,2442,1106,110,537,0,689
2024,3,AA,American Airlines Inc.,DEN,Denver International Airport,39.86169815,-104.6729965,588,82,37,1,33,0,11,2,0,3691,1698,89,1237,0,667
2024,12,AA,American Airlines Inc.,DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,7959,1178,280,30,626,3,239,53,31,79138,28264,4729,24532,141,21472
2024,2,AA,American Airlines Inc.,DTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,146,23,9,1,7,0,6,1,0,1164,482,10,312,0,360
2024,7,AA,American Airlines Inc.,EGE,Eagle County Regional Airport,39.64260101,-106.9179993,109,26,4,0,17,0,5,2,4,3297,138,36,923,0,2200
2024,9,AA,American Airlines Inc.,ELP,El Pampero Airport,-36.59280014,-64.18669891,40,4,4,0,0,0,0,1,0,136,115,0,9,0,12
2024,4,AA,American Airlines Inc.,EWR,Newark Liberty International Airport,40.692501,-74.168701,267,19,11,1,4,0,3,5,0,1618,792,573,63,0,190
2024,1,AA,American Airlines Inc.,EYW,Key West International Airport,24.556101,-81.759598,88,11,7,0,3,0,1,0,1,718,319,0,158,0,241
2024,1,AA,American Airlines Inc.,FAT,Fresno Yosemite International Airport,36.776199,-119.718002,79,11,3,0,5,0,3,0,0,371,87,3,163,0,118
2024,9,AA,American Airlines Inc.,FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,478,53,25,0,21,0,7,0,0,2452,1118,13,847,0,474
2024,2,AA,American Airlines Inc.,GEG,Spokane International Airport,47.6199,-117.533997,119,20,10,0,7,0,4,1,0,1111,783,0,153,0,175
2024,1,AA,American Airlines Inc.,GRR,Gerald R. Ford International Airport,42.88079834,-85.52279663,63,4,0,0,2,0,2,0,0,182,4,0,50,0,128
2024,4,AA,American Airlines Inc.,GSO,Piedmont Triad International Airport,36.097801,-79.937302,44,4,3,0,1,0,0,0,0,121,88,0,31,0,2
2024,8,AA,American Airlines Inc.,GUC,Gunnison Crested Butte Regional Airport,38.534672,-106.934566,12,3,3,0,0,0,0,0,0,82,72,0,10,0,0
2024,12,AA,American Airlines Inc.,HDN,Yampa Valley Airport,40.481201,-107.218002,26,6,1,0,5,0,0,0,0,142,34,0,108,0,0
2024,9,AA,American Airlines Inc.,HNL,"Helipuerto ""El Encinal""",18.034834,-96.156461,172,29,16,0,9,0,4,1,1,2827,2073,0,335,0,419
2024,10,AA,American Airlines Inc.,IAD,Washington Dulles International Airport,38.9445,-77.455803,47,10,5,0,4,0,1,0,0,410,245,0,122,0,43
2024,4,AA,American Airlines Inc.,IAH,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,195,38,19,0,14,0,5,1,0,1999,1461,0,376,0,162
2024,3,AA,American Airlines Inc.,ILM,Wilmington International Airport,34.27059937,-77.90260315,31,2,2,0,0,0,0,0,0,53,53,0,0,0,0
2024,11,AA,American Airlines Inc.,IND,Indianapolis International Airport,39.7173,-86.294403,108,14,6,0,2,0,5,0,0,972,242,0,156,0,574
2024,11,AA,American Airlines Inc.,JAC,Jackson Hole Airport,43.6072998,-110.737999,89,18,8,0,8,0,2,0,0,490,252,0,188,0,50
2024,8,AA,American Airlines Inc.,JAX,Jacksonville International Airport,30.492469,-81.687813,233,38,19,1,10,1,6,1,0,2286,1142,21,559,17,547
2024,3,AA,American Airlines Inc.,JFK,John F Kennedy International Airport,40.639447,-73.779317,336,35,21,2,10,0,2,7,0,3638,2110,568,391,0,569
2024,6,AA,American Airlines Inc.,KOA,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,78,10,5,0,5,0,0,0,0,328,167,0,161,0,0
2024,2,AA,American Airlines Inc.,LAS,Harry Reid International Airport,36.083361,-115.151817,714,73,36,0,26,0,10,3,0,3653,2272,5,864,11,501
2024,3,AA,American Airlines Inc.,LAX,Los Angeles International Airport,33.942501,-118.407997,1287,114,55,3,41,2,13,10,1,7535,4354,345,1534,77,1225
2024,8,AA,American Airlines Inc.,LGA,LaGuardia Airport,40.777199,-73.872597,554,42,20,0,16,0,6,15,0,2614,1416,28,653,1,516
2024,12,AA,American Airlines Inc.,LIH,Lismore Helibase,-28.801211,153.288242,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0
2024,8,AA,American Airlines Inc.,MCI,Kansas City International Airport,39.2976,-94.713898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,AA,American Airlines Inc.,MCO,Los Menucos Airport,-40.817699,-68.074699,879,91,57,2,22,0,10,3,1,3982,2659,33,870,0,420
2024,6,AA,American Airlines Inc.,MEM,Memphis International Airport,35.0424,-89.9767,61,5,3,0,1,0,1,0,0,135,74,0,38,0,23
2024,8,AA,American Airlines Inc.,MIA,Miami International Airport,25.79319954,-80.29060364,2415,233,119,8,88,3,15,12,1,15089,8313,311,3123,81,3261
2024,1,AA,American Airlines Inc.,MKE,General Mitchell International Airport,42.947201,-87.896599,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7,AA,American Airlines Inc.,MSP,Marcos Paz Airfield,-34.7975,-58.8969,208,28,13,0,7,0,7,1,0,1024,433,49,248,0,294
2024,3,AA,American Airlines Inc.,MSY,Mirsey Airstrip,-4.0621,142.6609,223,27,14,0,7,0,5,1,0,1398,825,0,309,0,264
2024,4,AA,American Airlines Inc.,MTJ,Montrose Regional Airport,38.5098,-107.893997,59,4,1,0,2,0,0,0,0,144,86,0,53,0,5
2024,4,AA,American Airlines Inc.,MYR,Myrtle Beach International Airport,33.679699,-78.928299,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,AA,American Airlines Inc.,OGG,Kahului International Airport,20.896263,-156.431837,129,24,10,0,7,0,7,0,1,1586,647,0,293,0,646
2024,11,AA,American Airlines Inc.,OKC,Will Rogers World Airport,35.393388,-97.598248,53,9,4,0,1,0,4,0,0,809,282,0,232,0,295
2024,2,AA,American Airlines Inc.,OMA,Eppley Airfield,41.3032,-95.894096,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2,AA,American Airlines Inc.,ONT,Ontario International Airport,34.056,-117.600998,134,17,4,0,12,0,1,0,0,684,122,0,536,0,26
2024,8,AA,American Airlines Inc.,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,1967,177,66,5,76,0,30,4,1,15326,9245,382,2749,0,2950
